municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;barrio_codigo;barrio_nombre;sexo;rango_edad;poblacion_empadronada
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 15 a 19 años;467
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 20 a 24 años;494
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 25 a 29 años;547
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 30 a 34 años;811
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 35 a 39 años;909
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 40 a 44 años;857
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 45 a 49 años;914
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 5 a 9 años;426
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 50 a 54 años;873
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 55 a 59 años;815
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 60 a 64 años;640
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 65 a 69 años;537
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 70 a 74 años;430
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 75 a 79 años;299
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 80 a 84 años;266
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 85 a 89 años;189
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 90 a 94 años;77
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 95 a 99 años;13
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 0 a 4 años;415
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 10 a 14 años;464
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 100 y más años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 15 a 19 años;433
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 20 a 24 años;474
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 25 a 29 años;633
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 30 a 34 años;837
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 35 a 39 años;902
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 40 a 44 años;926
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 45 a 49 años;948
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 5 a 9 años;454
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 50 a 54 años;1000
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 55 a 59 años;994
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 60 a 64 años;843
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 65 a 69 años;653
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 70 a 74 años;570
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 75 a 79 años;480
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 80 a 84 años;501
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 85 a 89 años;379
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 90 a 94 años;205
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 95 a 99 años;63
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 0 a 4 años;688
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 10 a 14 años;664
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 100 y más años;0
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 15 a 19 años;764
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 20 a 24 años;856
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 25 a 29 años;1109
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 30 a 34 años;1389
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 35 a 39 años;1486
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 40 a 44 años;1208
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 45 a 49 años;1110
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 5 a 9 años;601
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 50 a 54 años;1268
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 55 a 59 años;1354
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 60 a 64 años;1254
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 65 a 69 años;1107
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 70 a 74 años;750
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 75 a 79 años;467
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 80 a 84 años;435
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 85 a 89 años;257
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 90 a 94 años;95
79;Madrid;79602;Arganzuela;796022;Las Acacias;Hombre;De 95 a 99 años;22
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 0 a 4 años;621
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 10 a 14 años;645
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 100 y más años;19
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 15 a 19 años;775
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 20 a 24 años;902
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 25 a 29 años;1084
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 30 a 34 años;1401
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 35 a 39 años;1500
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 40 a 44 años;1295
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 45 a 49 años;1321
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 5 a 9 años;631
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 50 a 54 años;1580
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 55 a 59 años;1749
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 60 a 64 años;1570
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 65 a 69 años;1317
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 70 a 74 años;970
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 75 a 79 años;730
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 80 a 84 años;715
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 85 a 89 años;540
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 90 a 94 años;298
79;Madrid;79602;Arganzuela;796022;Las Acacias;Mujer;De 95 a 99 años;103
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 0 a 4 años;396
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 10 a 14 años;286
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 100 y más años;1
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 15 a 19 años;332
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 20 a 24 años;399
79;Madrid;79602;Arganzuela;796023;La Chopera;Hombre;De 25 a 29 años;551
