municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;barrio_codigo;barrio_nombre;sexo;rango_edad;numero_defunciones
79;Madrid;79601;Centro;796016;Sol;Hombre;De 45 a 49 años;0
79;Madrid;79601;Centro;796016;Sol;Hombre;De 50 a 54 años;2
79;Madrid;79601;Centro;796016;Sol;Hombre;De 55 a 59 años;1
79;Madrid;79601;Centro;796016;Sol;Hombre;De 60 a 64 años;0
79;Madrid;79601;Centro;796016;Sol;Hombre;De 65 a 69 años;4
79;Madrid;79601;Centro;796016;Sol;Hombre;De 70 a 74 años;1
79;Madrid;79601;Centro;796016;Sol;Hombre;De 75 a 79 años;3
79;Madrid;79601;Centro;796016;Sol;Hombre;De 80 a 84 años;3
79;Madrid;79601;Centro;796016;Sol;Hombre;De 85 a 89 años;3
79;Madrid;79601;Centro;796016;Sol;Hombre;De 90 a 94 años;4
79;Madrid;79601;Centro;796016;Sol;Hombre;De 95 a 99 años;0
79;Madrid;79601;Centro;796016;Sol;Hombre;Mayores de 100 años;1
79;Madrid;79601;Centro;796016;Sol;Mujer;De 0 a 4 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 5 a 9 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 10 a 14 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 15 a 19 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 20 a 24 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 25 a 29 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 30 a 34 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 35 a 39 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 40 a 44 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 45 a 49 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 50 a 54 años;1
79;Madrid;79601;Centro;796016;Sol;Mujer;De 55 a 59 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 60 a 64 años;0
79;Madrid;79601;Centro;796016;Sol;Mujer;De 65 a 69 años;1
79;Madrid;79601;Centro;796016;Sol;Mujer;De 70 a 74 años;1
79;Madrid;79601;Centro;796016;Sol;Mujer;De 75 a 79 años;1
79;Madrid;79601;Centro;796016;Sol;Mujer;De 80 a 84 años;3
79;Madrid;79601;Centro;796016;Sol;Mujer;De 85 a 89 años;4
79;Madrid;79601;Centro;796016;Sol;Mujer;De 90 a 94 años;5
79;Madrid;79601;Centro;796016;Sol;Mujer;De 95 a 99 años;3
79;Madrid;79601;Centro;796016;Sol;Mujer;Mayores de 100 años;3
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 0 a 4 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 5 a 9 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 10 a 14 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 15 a 19 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 20 a 24 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 25 a 29 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 30 a 34 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 35 a 39 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 40 a 44 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 45 a 49 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 50 a 54 años;2
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 55 a 59 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 60 a 64 años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 65 a 69 años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 70 a 74 años;9
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 75 a 79 años;7
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 80 a 84 años;18
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 85 a 89 años;23
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 90 a 94 años;15
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;De 95 a 99 años;6
79;Madrid;79602;Arganzuela;796021;Imperial;Hombre;Mayores de 100 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 0 a 4 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 5 a 9 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 10 a 14 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 15 a 19 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 20 a 24 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 25 a 29 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 30 a 34 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 35 a 39 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 40 a 44 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 45 a 49 años;0
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 50 a 54 años;1
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 55 a 59 años;3
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 60 a 64 años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 65 a 69 años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 70 a 74 años;4
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 75 a 79 años;8
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 80 a 84 años;25
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 85 a 89 años;28
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 90 a 94 años;32
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;De 95 a 99 años;13
79;Madrid;79602;Arganzuela;796021;Imperial;Mujer;Mayores de 100 años;5
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 0 a 4 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 5 a 9 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 10 a 14 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 15 a 19 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 20 a 24 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 25 a 29 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 30 a 34 años;1
